date,CVRoot,device_type,productid,product_name,app_category,country,state,city,IPregion,Market,language,user_age_group,install_hresult,purchase_hresult,install_success,payment_amount,session_duration,AppVersion,OSversion,hour,location_granularity,time_granularity,is_sensitive_app,has_payment,sensitive_count,risk_label,risk_score,group_size,uniqueness_score,rarity_score
01-04-2026,IZo44zWGdi7yHqkb7vA56c,mobile,PRO_017,productivity_app_017,productivity,CA,SK,MASKED,CA,CA,EN,36-50,0x76513e,0x48f615f,TRUE,0,2302,24216.1401.5.0,10.0.23598,0,1,1,0,0,0,1,0.3460805654661969,165270,6.050704907121679e-06,0.16527
01-04-2026,euejmwAD2lHrzxg8kFTiAB,mobile,EDU_006,education_app_006,education,IN,UP,MASKED,IN,IN,EN,26-35,0x36a0bf4,0x1c0a570,TRUE,50+,4383,23894.1401.5.0,10.0.26350,0,1,1,0,1,1,0,0.4632834382414719,40005,2.4996875390576178e-05,0.040005
01-04-2026,9iSAPRM18AWfpvBZ7Oyq6A,desktop,HEA_007,health_app_007,health,CA,MB,MASKED,CA,CA,EN,50+,0x13da9a5,0x338d54a,TRUE,0,1999,23770.1401.5.0,10.0.21757,0,1,1,1,0,1,1,0.3409001032344646,171106,5.844330415064346e-06,0.171106
01-04-2026,LM2HQYDnI6O1XRKVtQfjxa,mobile,HEA_007,health_app_007,health,IN,UP,MASKED,IN,IN,EN,26-35,0x5bd386b,0x2380939,TRUE,50+,426,26892.1401.5.0,10.0.25585,0,1,1,1,1,2,0,0.34086092808441015,171106,5.844330415064346e-06,0.171106
01-04-2026,5bth4oAYyxnoIaBRdI6IEq,desktop,GAM_067,game_app_067,game,IN,DL,MASKED,IN,IN,EN,18-25,0x3042180,0x2686a35,FALSE,0,191,28187.1401.5.0,10.0.28124,0,1,1,0,0,0,0,0.21944249382290226,327204,3.0561973570005257e-06,0.327204
01-04-2026,lACtnhIImkQk8sjblr94Xk,mobile,GAM_060,game_app_060,game,US,GA,MASKED,US,US,EN,36-50,0x22bbce5,0x1f2378f,FALSE,0,4040,21543.1401.5.0,10.0.23431,0,1,1,0,0,0,0,0.21944249382290226,327204,3.0561973570005257e-06,0.327204
01-04-2026,fnvAh6KdieYCck56MwPW58,desktop,SOC_028,social_app_028,social,IN,KA,MASKED,IN,IN,EN,26-35,0x484626e,0x17f93c0,TRUE,0,1857,23201.1401.5.0,10.0.25777,0,1,1,0,0,0,0,0.2980167178196251,221700,4.510599909788002e-06,0.2217
01-04-2026,J434LgmBHBiQpZdVQsHrOX,mobile,HEA_018,health_app_018,health,UK,SCT,MASKED,UK,UK,EN,18-25,0x51c9bb,0x2ec1c49,TRUE,50+,3873,28609.1401.5.0,10.0.25225,0,1,1,1,1,2,0,0.34086092808441015,171106,5.844330415064346e-06,0.171106
01-04-2026,qJHIhYUn9sZKSPuJBDPriI,mobile,SOC_025,social_app_025,social,DE,NW,MASKED,DE,DE,OTHER,26-35,0x15a8d89,0x31536e6,TRUE,0,4344,29290.1401.5.0,10.0.29099,0,1,1,0,0,0,0,0.2980167178196251,221700,4.510599909788002e-06,0.2217
01-04-2026,MXahLQTuOV5f1ajJt7BWCb,mobile,SOC_028,social_app_028,social,UK,SCT,MASKED,UK,UK,EN,36-50,0x3f544a3,0xb194e1,FALSE,0,831,27981.1401.5.0,10.0.28290,0,1,1,0,0,0,1,0.2980167178196251,221700,4.510599909788002e-06,0.2217
01-04-2026,1cFB6uBVSSC6w6J9X3knWf,mobile,GAM_067,game_app_067,game,UK,NIR,MASKED,UK,UK,OTHER,50+,0x4804a44,0x4fb20f4,TRUE,50+,2311,28327.1401.5.0,10.0.21693,0,1,1,0,1,1,0,0.21941262977111514,327204,3.0561973570005257e-06,0.327204
01-04-2026,Dd0rO2f0BDXQ9JDneNm9XQ,mobile,FIN_018,finance_app_018,finance,US,NY,MASKED,US,US,EN,50+,0x597def4,0x1c5276,TRUE,0,800,28093.1401.5.0,10.0.25790,0,1,1,1,0,1,0,0.42978510933920233,74715,1.3384193267750786e-05,0.074715
01-04-2026,RTbH1WsXfweByT69kWNAWz,desktop,GAM_060,game_app_060,game,CA,SK,MASKED,CA,CA,EN,18-25,0x37ad148,0x1f0f715,TRUE,0,4448,24710.1401.5.0,10.0.21246,0,1,1,0,0,0,0,0.21944249382290226,327204,3.0561973570005257e-06,0.327204
01-04-2026,W8lJAm0hu44BBEUWewSYIQ,mobile,GAM_078,game_app_078,game,DE,SN,MASKED,DE,DE,OTHER,18-25,0x5714271,0x15a26e4,TRUE,0,2492,20291.1401.5.0,10.0.23113,0,1,1,0,0,0,0,0.21944249382290226,327204,3.0561973570005257e-06,0.327204
01-04-2026,AebXovOHpC3Lkhi0AFes26,desktop,PRO_023,productivity_app_023,productivity,UK,WLS,MASKED,UK,UK,OTHER,18-25,0x3746081,0x20fecbc,FALSE,50+,2457,28632.1401.5.0,10.0.27073,0,1,1,0,1,1,0,0.34604110755045697,165270,6.050704907121679e-06,0.16527
01-04-2026,85efjaeWgFKEvPVqI2dZys,mobile,SOC_009,social_app_009,social,US,FL,MASKED,US,US,EN,26-35,0x4c44f60,0x1d861b9,FALSE,0,2525,28525.1401.5.0,10.0.22371,0,1,1,0,0,0,0,0.2980167178196251,221700,4.510599909788002e-06,0.2217
01-04-2026,RiDbMjhhw4p70PC48gvcF0,mobile,GAM_067,game_app_067,game,UK,SCT,MASKED,UK,UK,EN,18-25,0x441e4fc,0x4e2bcc1,TRUE,0,3214,24093.1401.5.0,10.0.25103,0,1,1,0,0,0,0,0.21944249382290226,327204,3.0561973570005257e-06,0.327204
01-04-2026,xCtBmZgNPgBDN27h6DKtsM,desktop,GAM_050,game_app_050,game,CA,BC,MASKED,CA,CA,OTHER,36-50,0x3ca34f1,0x17e9377,TRUE,0,1228,29861.1401.5.0,10.0.24408,0,1,1,0,0,0,0,0.21944249382290226,327204,3.0561973570005257e-06,0.327204
01-04-2026,eEEFmNBHTJqJttqTGULwKm,desktop,SOC_028,social_app_028,social,US,TX,MASKED,US,US,EN,26-35,0x35b4f2a,0x3c59394,TRUE,0,657,29364.1401.5.0,10.0.29927,0,1,1,0,0,0,0,0.2980167178196251,221700,4.510599909788002e-06,0.2217
01-04-2026,lUgwSFxUHwqipB9sGPMuNz,desktop,GAM_067,game_app_067,game,US,GA,MASKED,US,US,EN,26-35,0x40441c3,0x38f9369,TRUE,50+,239,24206.1401.5.0,10.0.24627,0,1,1,0,1,1,0,0.21941262977111514,327204,3.0561973570005257e-06,0.327204
01-04-2026,7ItnmCq7Viqw0E3ZDqKSsz,mobile,SOC_028,social_app_028,social,US,AZ,MASKED,US,US,EN,36-50,0x1c36a3,0x47b7a72,TRUE,0,1090,21301.1401.5.0,10.0.23838,0,1,1,0,0,0,0,0.2980167178196251,221700,4.510599909788002e-06,0.2217
01-04-2026,zJPOP9h6WXR20Ttl92qoaX,desktop,GAM_057,game_app_057,game,UK,SCT,MASKED,UK,UK,OTHER,26-35,0x598ac3c,0x3750894,TRUE,0,1855,28847.1401.5.0,10.0.22711,0,1,1,0,0,0,0,0.21944249382290226,327204,3.0561973570005257e-06,0.327204
01-04-2026,0ccuatDdvGPJ2J8de8K4rQ,mobile,PRO_044,productivity_app_044,productivity,CA,MB,MASKED,CA,CA,EN,36-50,0x4582f70,0x335fca1,TRUE,0,961,20716.1401.5.0,10.0.28536,0,1,1,0,0,0,0,0.3460805654661969,165270,6.050704907121679e-06,0.16527
01-04-2026,WFEINyQap1y9j4Ln6OSW8l,desktop,SOC_019,social_app_019,social,IN,MH,MASKED,IN,IN,EN,26-35,0x2e70cac,0x3a61b74,TRUE,0,3517,23036.1401.5.0,10.0.28034,0,1,1,0,0,0,0,0.2980167178196251,221700,4.510599909788002e-06,0.2217
01-04-2026,aS8PXj2M0U2ztjVKetrWZu,mobile,GAM_027,game_app_027,game,IN,WB,MASKED,IN,IN,OTHER,50+,0x368eea0,0x30f7ef3,TRUE,0,4677,27316.1401.5.0,10.0.27772,0,1,1,0,0,0,0,0.21944249382290226,327204,3.0561973570005257e-06,0.327204
01-04-2026,A53zrAqL1z6eF1Rf4va0WJ,mobile,PRO_002,productivity_app_002,productivity,US,WA,MASKED,US,US,OTHER,36-50,0x3ac5ad4,0x4efaf6a,TRUE,50+,4378,28059.1401.5.0,10.0.22223,0,1,1,0,1,1,0,0.34604110755045697,165270,6.050704907121679e-06,0.16527
01-04-2026,13GGHBAJf0lb5tbVTNnH5R,mobile,GAM_055,game_app_055,game,US,IL,MASKED,US,US,EN,26-35,0x91857c,0x5da795d,TRUE,50+,3749,23064.1401.5.0,10.0.29965,0,1,1,0,1,1,0,0.21941262977111514,327204,3.0561973570005257e-06,0.327204
01-04-2026,GRvMIfqKKCZMxzLI5sUxYs,mobile,GAM_033,game_app_033,game,DE,RP,MASKED,DE,DE,EN,26-35,0x3e454c0,0x576f968,FALSE,0,3822,20378.1401.5.0,10.0.22745,0,1,1,0,0,0,1,0.21944249382290226,327204,3.0561973570005257e-06,0.327204
01-04-2026,NGdmOgf6AInNDAVbVvhfx7,mobile,EDU_013,education_app_013,education,US,NY,MASKED,US,US,OTHER,50+,0x416fa14,0x1d46d5c,TRUE,0,2247,22972.1401.5.0,10.0.24800,0,1,1,0,0,0,0,0.4633267932116427,40005,2.4996875390576178e-05,0.040005
01-04-2026,F745ZXaBetPqao3LLCAuUt,mobile,GAM_078,game_app_078,game,UK,NIR,MASKED,UK,UK,EN,18-25,0x1be71fc,0x411c95,TRUE,50+,3412,28630.1401.5.0,10.0.24580,0,1,1,0,1,1,0,0.21941262977111514,327204,3.0561973570005257e-06,0.327204
01-04-2026,bh94Mm51xubAoy6qqKdCDF,mobile,HEA_007,health_app_007,health,DE,HE,MASKED,DE,DE,EN,50+,0x34290fd,0x2c62f67,TRUE,50+,1010,20335.1401.5.0,10.0.26622,0,1,1,1,1,2,0,0.34086092808441015,171106,5.844330415064346e-06,0.171106
01-04-2026,pxU2S76w2oJ1YuuRySNXTX,mobile,GAM_067,game_app_067,game,DE,HH,MASKED,DE,DE,OTHER,18-25,0x953747,0x41019ac,TRUE,0,2330,26449.1401.5.0,10.0.24191,0,1,1,0,0,0,0,0.21944249382290226,327204,3.0561973570005257e-06,0.327204
01-04-2026,quudjIsIW6xAFY3PAo9uJT,mobile,SOC_028,social_app_028,social,IN,MH,MASKED,IN,IN,EN,18-25,0x17a14e9,0x49ffe9f,FALSE,50+,3365,28504.1401.5.0,10.0.22152,0,1,1,0,1,1,0,0.2979802427237651,221700,4.510599909788002e-06,0.2217
01-04-2026,mfjLFfeyo1JIVbwwwe7gX6,mobile,FIN_018,finance_app_018,finance,IN,KA,MASKED,IN,IN,OTHER,50+,0x399b26e,0x60078f,TRUE,0,2923,27390.1401.5.0,10.0.29913,0,1,1,1,0,1,0,0.42978510933920233,74715,1.3384193267750786e-05,0.074715
01-04-2026,EJHh5rVzZ8Aq70QuRLLCVL,mobile,SOC_028,social_app_028,social,DE,HH,MASKED,DE,DE,OTHER,26-35,0x5ece8a7,0x395bcd,TRUE,0,3467,28153.1401.5.0,10.0.29959,0,1,1,0,0,0,0,0.2980167178196251,221700,4.510599909788002e-06,0.2217
01-04-2026,9mvAHOfE0yDywaHNiQVoDy,mobile,PRO_040,productivity_app_040,productivity,DE,NW,MASKED,DE,DE,EN,18-25,0x1983964,0x18af9df,TRUE,0,1538,24585.1401.5.0,10.0.28916,0,1,1,0,0,0,0,0.3460805654661969,165270,6.050704907121679e-06,0.16527
